Ticker,Description,Sector,Industry,Market Capitalization
EWCZ,"European Wax Center, Inc.",Consumer Services,Other Consumer Services,1836250990.0000005
BEGI,"BlackStar Enterprise Group, Inc.",Consumer Services,Other Consumer Services,4204893
BLNK,Blink Charging Co.,Consumer Services,Other Consumer Services,1225898421.9999998
PLNT,"Planet Fitness, Inc.",Consumer Services,Other Consumer Services,7055872970.000001
CSV,"Carriage Services, Inc.",Consumer Services,Other Consumer Services,787897082.9999999
TA,TravelCenters of America Inc.,Consumer Services,Other Consumer Services,677992568
XPOF,"Xponential Fitness, Inc.",Consumer Services,Other Consumer Services,550994633
LRN,"Stride, Inc.",Consumer Services,Other Consumer Services,1498142587.9999998
EXPE,"Expedia Group, Inc.",Consumer Services,Other Consumer Services,25939419277
WW,"WW International, Inc.",Consumer Services,Other Consumer Services,1344354176.9999998
PRDO,Perdoceo Education Corporation,Consumer Services,Other Consumer Services,738665330
HLG,Hailiang Education Group Inc.,Consumer Services,Other Consumer Services,881612442
STON,StoneMor Inc.,Consumer Services,Other Consumer Services,246644578
UNF,Unifirst Corporation,Consumer Services,Other Consumer Services,4005322408.999999
MOV,Movado Group Inc.,Consumer Durables,Other Consumer Specialties,775401369.0000001
ASPU,Aspen Group Inc.,Consumer Durables,Other Consumer Specialties,126901666
FOSL,"Fossil Group, Inc.",Consumer Durables,Other Consumer Specialties,696643632.0000001
FORD,"Forward Industries, Inc.",Consumer Durables,Other Consumer Specialties,22670476
CTHR,Charles & Colvard Ltd.,Consumer Durables,Other Consumer Specialties,89141025
ZEPP,Zepp Health Corporation,Consumer Durables,Other Consumer Specialties,549584714
LEAT,Leatt Corp.,Consumer Durables,Other Consumer Specialties,130626572.00000001
MSA,MSA Safety Incorporated,Consumer Durables,Other Consumer Specialties,5584914300
MTRN,Materion Corporation,Non-Energy Minerals,Other Metals/Minerals,1400183230
WWR,"Westwater Resources, Inc.",Non-Energy Minerals,Other Metals/Minerals,121572579.00000001
DTRC,Dakota Territory Resource Corp,Non-Energy Minerals,Other Metals/Minerals,331012525
SGML,Sigma Lithium Corporation,Non-Energy Minerals,Other Metals/Minerals,720787733.6042066
TMBXF,Tombstone Exploration Corp.,Non-Energy Minerals,Other Metals/Minerals,21412455.25714286
FCX,"Freeport-McMoRan, Inc.",Non-Energy Minerals,Other Metals/Minerals,47330396497
NEXA,Nexa Resources S.A.,Non-Energy Minerals,Other Metals/Minerals,928394714
REEMF,Rare Element Resources Ltd.,Non-Energy Minerals,Other Metals/Minerals,201139134.00000003
CSTE,Caesarstone Ltd.,Non-Energy Minerals,Other Metals/Minerals,449031024.00000006
EQX,Equinox Gold Corp.,Non-Energy Minerals,Other Metals/Minerals,2013007934.113475
PUBC,Purebase Corporation,Non-Energy Minerals,Other Metals/Minerals,64455224
LEU,Centrus Energy Corp.,Non-Energy Minerals,Other Metals/Minerals,495217696
AQMS,"Aqua Metals, Inc.",Non-Energy Minerals,Other Metals/Minerals,142387896
XPL,Solitario Zinc Corp.,Non-Energy Minerals,Other Metals/Minerals,32068092.00000001
MP,MP Materials Corp.,Non-Energy Minerals,Other Metals/Minerals,6070424878
SYTA,"Siyata Mobile, Inc.",Non-Energy Minerals,Other Metals/Minerals,18253363
MDEX,Madison Technologies Inc.,Non-Energy Minerals,Other Metals/Minerals,12172252.7480315
GROY,Gold Royalty Corp.,Non-Energy Minerals,Other Metals/Minerals,392352239.99999994
MMX,Maverix Metals Inc.,Non-Energy Minerals,Other Metals/Minerals,656304067.0494701
IPI,"Intrepid Potash, Inc",Non-Energy Minerals,Other Metals/Minerals,414785598.99999994
UEC,Uranium Energy Corp.,Non-Energy Minerals,Other Metals/Minerals,683417821
BMIX,"Brazil Minerals, Inc.",Non-Energy Minerals,Other Metals/Minerals,29257931
CINR,Ciner Resources LP,Non-Energy Minerals,Other Metals/Minerals,255945278.00000003
SLCA,"U.S. Silica Holdings, Inc.",Non-Energy Minerals,Other Metals/Minerals,564392121.9999999
ABML,American Battery Metals Corporation,Non-Energy Minerals,Other Metals/Minerals,927854113
TMRC,Texas Mineral Resources Corp.,Non-Energy Minerals,Other Metals/Minerals,102822759
LODE,"Comstock Mining, Inc.",Non-Energy Minerals,Other Metals/Minerals,120573663.99999999
RETO,"ReTo Eco-Solutions, Inc.",Non-Energy Minerals,Other Metals/Minerals,19351437
TECK,Teck Resources Ltd,Non-Energy Minerals,Other Metals/Minerals,13224151773.442245
SCCO,Southern Copper Corporation,Non-Energy Minerals,Other Metals/Minerals,44800058319.99999
CMCL,Caledonia Mining Corporation Plc,Non-Energy Minerals,Other Metals/Minerals,147970830
PZG,Paramount Gold Nevada Corp.,Non-Energy Minerals,Other Metals/Minerals,32422341
LBSR,Liberty Star Uranium & Metals Corp.,Non-Energy Minerals,Other Metals/Minerals,6085041
LTUM,Lithium Corporation.,Non-Energy Minerals,Other Metals/Minerals,33259412
SMHI,SEACOR Marine Holdings Inc.,Transportation,Other Transportation,119514775
VRRM,Verra Mobility Corporation,Transportation,Other Transportation,2530363060.0000005
MODV,ModivCare Inc.,Transportation,Other Transportation,2479290118.9999995
ECHO,"Echo Global Logistics, Inc.",Transportation,Other Transportation,1270994770
SKAS,Saker Aviation Services Inc.,Transportation,Other Transportation,3086588.69257951
CAAP,Corporacion America Airports SA,Transportation,Other Transportation,905853119
SHRG,Sharing Services Global Corp.,Transportation,Other Transportation,17823022
VNT,Vontier Corporation,Transportation,Other Transportation,5892107480
VTOL,"Bristow Group, Inc.",Transportation,Other Transportation,917102153
HMLP,Hoegh LNG Partners LP,Transportation,Other Transportation,167472430.00000003
ZETA,Zeta Global Holdings Corp.,Technology Services,Packaged Software,1140887882
SDH,"Global Internet of People, Inc.",Technology Services,Packaged Software,61074700
HUYA,HUYA Inc.,Technology Services,Packaged Software,1977411818
LKCO,Luokung Technology Corp,Technology Services,Packaged Software,551645421
IWSY,"ImageWare Systems, Inc.",Technology Services,Packaged Software,12220237
TDC,Teradata Corporation,Technology Services,Packaged Software,6044140081.999999
ATER,"Aterian, Inc.",Technology Services,Packaged Software,463122544.00000006
ABQQ,AB INTL Group Corp.,Technology Services,Packaged Software,7907994
GNOG,"Golden Nugget Online Gaming, Inc.",Technology Services,Packaged Software,1442523282
BSY,"Bentley Systems, Incorporated",Technology Services,Packaged Software,18069136438.000004
DLO,DLocal Limited,Technology Services,Packaged Software,19481828543
SKIL,Skillsoft Corp.,Technology Services,Packaged Software,1503566963
OPRA,Opera Limited,Technology Services,Packaged Software,1076613891
TEAM,Atlassian Corporation Plc,Technology Services,Packaged Software,104278695287
NCTY,The9 Limited - American Depository Shares,Technology Services,Packaged Software,165094620
APPN,Appian Corporation,Technology Services,Packaged Software,7612931654.999999
IIIV,"i3 Verticals, Inc.",Technology Services,Packaged Software,812289562.0000001
EBET,"Esports Technologies, Inc.",Technology Services,Packaged Software,378813046
AZPN,"Aspen Technology, Inc.",Technology Services,Packaged Software,8383940217.999999
CVET,"Covetrus, Inc.",Technology Services,Packaged Software,2636734182
ENV,"Envestnet, Inc",Technology Services,Packaged Software,4253284177.000001
FLYW,Flywire Corporation - Voting,Technology Services,Packaged Software,4963116890
ZIMCF,ZIM Corp.,Technology Services,Packaged Software,577680.76067876
AVLR,"Avalara, Inc.",Technology Services,Packaged Software,16359512220.999998
BMTX,"BM Technologies, Inc.",Technology Services,Packaged Software,108705361
DNB,"Dun & Bradstreet Holdings, Inc.",Technology Services,Packaged Software,7414651684
PYCR,"Paycor HCM, Inc.",Technology Services,Packaged Software,6141676659
CHNG,Change Healthcare Inc.,Technology Services,Packaged Software,6643116624.999999
CLOK,Cipherloc Corp.,Technology Services,Packaged Software,16585463
SURG,SURGEPAYS INC.,Technology Services,Packaged Software,17474465
DDI,"DoubleDown Interactive Co., Ltd. - American Depository Shares",Technology Services,Packaged Software,868671824
DATS,"DatChat, Inc.",Technology Services,Packaged Software,
VSTA,Vasta Platform Limited,Technology Services,Packaged Software,407575206.99999994
ANSS,"ANSYS, Inc.",Technology Services,Packaged Software,31546149468.000004
MDB,"MongoDB, Inc.",Technology Services,Packaged Software,33621122787
MANH,"Manhattan Associates, Inc.",Technology Services,Packaged Software,10179486328
NUAN,"Nuance Communications, Inc.",Technology Services,Packaged Software,17367893603
IDAI,T Stamp Inc.,Technology Services,Packaged Software,
QSI,Quantum-Si Incorporated,Technology Services,Packaged Software,1201689851
TKAT,"Takung Art Co., Ltd.",Technology Services,Packaged Software,94479413
IS,ironSource Ltd.,Technology Services,Packaged Software,12313425325.000002
SAIL,"SailPoint Technologies Holdings, Inc.",Technology Services,Packaged Software,4259533489.999999
GTYH,"GTY Technology Holdings, Inc.",Technology Services,Packaged Software,477245620
ASUR,Asure Software Inc,Technology Services,Packaged Software,162932695
SNOW,Snowflake Inc.,Technology Services,Packaged Software,95225821436
SMSI,"Smith Micro Software, Inc.",Technology Services,Packaged Software,255950208.00000003
ALDS,"AppLife Digital Solutions, Inc.",Technology Services,Packaged Software,6694063
TREN,Trend Innovations Holding Inc.,Technology Services,Packaged Software,43364638.125
RBBN,Ribbon Communications Inc.,Technology Services,Packaged Software,896092396
LAIX,LAIX Inc.,Technology Services,Packaged Software,43416154
SCWX,SecureWorks Corp.,Technology Services,Packaged Software,1802575201
MDLA,"Medallia, Inc.",Technology Services,Packaged Software,5460005974
NATI,National Instruments Corporation,Technology Services,Packaged Software,5473495543
SDGR,"Schrodinger, Inc.",Technology Services,Packaged Software,4099283499
VERB,"Verb Technology Company, Inc.",Technology Services,Packaged Software,121078041.99999999
LDSN,Luduson G Inc.,Technology Services,Packaged Software,210750003
BILI,Bilibili Inc.,Technology Services,Packaged Software,28064843289.047977
NGMS,NeoGames S.A.,Technology Services,Packaged Software,960129601
OLO,Olo Inc.,Technology Services,Packaged Software,4896384606.999999
MARK,"Remark Holdings, Inc.",Technology Services,Packaged Software,117021307
ADSK,"Autodesk, Inc.",Technology Services,Packaged Software,64783330146.99999
PHR,"Phreesia, Inc.",Technology Services,Packaged Software,3324715325
CANG,Cango Inc.,Technology Services,Packaged Software,599872784
BLKB,"Blackbaud, Inc.",Technology Services,Packaged Software,3542559321.0000005
COIN,"Coinbase Global, Inc.",Technology Services,Packaged Software,48897551419
BNFT,"Benefitfocus, Inc.",Technology Services,Packaged Software,376217779
MIME,Mimecast Limited,Technology Services,Packaged Software,4378205507
PAYC,"Paycom Software, Inc.",Technology Services,Packaged Software,30977457398
DLB,Dolby Laboratories,Technology Services,Packaged Software,9375300060
SPSC,"SPS Commerce, Inc.",Technology Services,Packaged Software,6012550302
ALTR,Altair Engineering Inc.,Technology Services,Packaged Software,5622958910
SUMO,"Sumo Logic, Inc.",Technology Services,Packaged Software,1886212020
FLCX,flooidCX Corp.,Technology Services,Packaged Software,685382.36170213
ZUO,"Zuora, Inc.",Technology Services,Packaged Software,2180500000
IMCI,"Infinite Group, Inc.",Technology Services,Packaged Software,5327259
ZENV,Zenvia Inc.,Technology Services,Packaged Software,236258362.00000003
CWAN,"Clearwater Analytics Holdings, Inc. Class A Common Stock",Technology Services,Packaged Software,5872610776.000001
OMQS,OMNIQ Corp.,Technology Services,Packaged Software,67379194
MANT,ManTech International Corporation,Technology Services,Packaged Software,3060449247.9999995
RNWK,"RealNetworks, Inc.",Technology Services,Packaged Software,80851615
DCT,"Duck Creek Technologies, Inc.",Technology Services,Packaged Software,6343265602
DOMA,"Doma Holdings, Inc.",Technology Services,Packaged Software,2579072099.9999995
WSFT,Wikisoft Corp.,Technology Services,Packaged Software,40978917
PLTK,Playtika Holding Corp.,Technology Services,Packaged Software,10625911790
PRGS,Progress Software Corporation,Technology Services,Packaged Software,2323376918
ESTC,Elastic N.V.,Technology Services,Packaged Software,15269312912
FROG,JFrog Ltd.,Technology Services,Packaged Software,3388663887
VERX,"Vertex, Inc.",Technology Services,Packaged Software,2814581215
GAMB,Gambling.com Group Limited,Technology Services,Packaged Software,315413926
WKME,WalkMe Ltd.,Technology Services,Packaged Software,2510970717
AUUD,Auddia Inc.,Technology Services,Packaged Software,30043354
PWSC,"PowerSchool Holdings, Inc.",Technology Services,Packaged Software,5243760432
HSTM,"HealthStream, Inc.",Technology Services,Packaged Software,915386220
CGNT,Cognyte Software Ltd.,Technology Services,Packaged Software,1429236931
DUOL,"Duolingo, Inc.",Technology Services,Packaged Software,7460099645.000002
MTLS,Materialise NV,Technology Services,Packaged Software,1269445134
ZS,"Zscaler, Inc.",Technology Services,Packaged Software,38844684893.99999
ECOM,ChannelAdvisor Corporation,Technology Services,Packaged Software,783718841
PTC,PTC Inc.,Technology Services,Packaged Software,14498997384
WORX,SCWorx Corp.,Technology Services,Packaged Software,24321607
CSOD,"Cornerstone OnDemand, Inc.",Technology Services,Packaged Software,3828943807
ASAN,"Asana, Inc.",Technology Services,Packaged Software,22071782631.999996
DFIN,"Donnelley Financial Solutions, Inc.",Technology Services,Packaged Software,1165148755
LAW,"CS Disco, Inc.",Technology Services,Packaged Software,2756707764
SEMR,"SEMrush Holdings, Inc.",Technology Services,Packaged Software,3732937021.000001
DOCU,"DocuSign, Inc.",Technology Services,Packaged Software,53580164451.99999
PATH,"UiPath, Inc.",Technology Services,Packaged Software,27063310599.000004
NLOK,NortonLifeLock Inc.,Technology Services,Packaged Software,15008550896.000002
INUV,"Inuvo, Inc.",Technology Services,Packaged Software,83121639
UBER,"Uber Technologies, Inc.",Technology Services,Packaged Software,87867099071
BL,"BlackLine, Inc.",Technology Services,Packaged Software,7281257644.000001
PALT,"Paltalk, Inc.",Technology Services,Packaged Software,33041453
CRM,Salesforce.com Inc,Technology Services,Packaged Software,279631774780
INSE,"Inspired Entertainment, Inc.",Technology Services,Packaged Software,270024147.00000006
TLMD,"SOC Telemed, Inc.",Technology Services,Packaged Software,266302575
CTGL,Citrine Global Corp.,Technology Services,Packaged Software,47128401.38067061
DT,"Dynatrace, Inc.",Technology Services,Packaged Software,21028661392.999996
NTNX,"Nutanix, Inc.",Technology Services,Packaged Software,8956883825
SGLB,"Sigma Labs, Inc.",Technology Services,Packaged Software,34523937
TWLO,Twilio Inc.,Technology Services,Packaged Software,60799566740
BLCT,BlueCity Holdings Limited,Technology Services,Packaged Software,111761785
BSQR,BSQUARE Corporation,Technology Services,Packaged Software,51226351
UPWK,Upwork Inc.,Technology Services,Packaged Software,6447200328
MCFE,McAfee Corp.,Technology Services,Packaged Software,9703265287
ACIW,"ACI Worldwide, Inc.",Technology Services,Packaged Software,3690185638.999999
SPYR,"SPYR, Inc.",Technology Services,Packaged Software,8929142
CLSK,"CleanSpark, Inc.",Technology Services,Packaged Software,405740470.00000006
SLP,"Simulations Plus, Inc.",Technology Services,Packaged Software,779546143
ADBE,Adobe Inc.,Technology Services,Packaged Software,296659050667
CDNS,"Cadence Design Systems, Inc.",Technology Services,Packaged Software,45267369645
PLTR,Palantir Technologies Inc.,Technology Services,Packaged Software,55781177985
ALKT,"Alkami Technology, Inc.",Technology Services,Packaged Software,2256392484.9999995
TUYA,Tuya Inc.,Technology Services,Packaged Software,5392800064
MOST,"MobileSmith, Inc.",Technology Services,Packaged Software,99363220.58823532
YVR,Liquid Media Group Ltd.,Technology Services,Packaged Software,23436524
IAS,Integral Ad Science Holding Corp.,Technology Services,Packaged Software,3335308157
PBTS,"Powerbridge Technologies Co., Ltd.",Technology Services,Packaged Software,59052737.00000001
EH,EHang Holdings Limited,Technology Services,Packaged Software,1437829159
INS,Intelligent Systems Corporation,Technology Services,Packaged Software,340524220
CMCM,Cheetah Mobile Inc.,Technology Services,Packaged Software,226749581
OKTA,"Okta, Inc.",Technology Services,Packaged Software,39196187831.00001
ICAD,icad inc.,Technology Services,Packaged Software,297676770
AMST,Amesite Inc.,Technology Services,Packaged Software,39116882
BASE,"Couchbase, Inc.",Technology Services,Packaged Software,1530869978
PING,Ping Identity Holding Corp.,Technology Services,Packaged Software,2212091966.9999995
RDCM,Radcom Ltd.,Technology Services,Packaged Software,156512868
VRAR,"The Glimpse Group, Inc.",Technology Services,Packaged Software,82440978
IZEA,"IZEA Worldwide, Inc.",Technology Services,Packaged Software,123728592
RKFL,"RocketFuel Blockchain, Inc.",Technology Services,Packaged Software,26487720
BILL,"Bill.com Holdings, Inc.",Technology Services,Packaged Software,27093041147
XM,Qualtrics International Inc.,Technology Services,Packaged Software,24084242941
GSKY,"GreenSky, Inc.",Technology Services,Packaged Software,2142823128.0000005
HOOD,"Robinhood Markets, Inc.",Technology Services,Packaged Software,38417962648
CYBR,CyberArk Software Ltd.,Technology Services,Packaged Software,6705864201.000001
TWOU,"2U, Inc.",Technology Services,Packaged Software,2630246984
EVCM,EverCommerce Inc.,Technology Services,Packaged Software,3271891777
ESMT,"EngageSmart, Inc.",Technology Services,Packaged Software,5601287042
CERT,"Certara, Inc.",Technology Services,Packaged Software,5665137451
CRSR,"Corsair Gaming, Inc.",Technology Services,Packaged Software,2630339786.9999995
PRTH,"Priority Technology Holdings, Inc.",Technology Services,Packaged Software,528208777.00000006
EVBG,"Everbridge, Inc.",Technology Services,Packaged Software,6241862759
ZDGE,"Zedge, Inc.",Technology Services,Packaged Software,192936964
SMAR,Smartsheet Inc.,Technology Services,Packaged Software,9662928089
SRAX,"SRAX, Inc.",Technology Services,Packaged Software,142191984
SCPL,SciPlay Corporation,Technology Services,Packaged Software,2613898029
AATC,Autoscope Technologies Corporation,Technology Services,Packaged Software,41917723
SBET,SharpLink Gaming Ltd.,Technology Services,Packaged Software,72597817
BAND,Bandwidth Inc.,Technology Services,Packaged Software,2478405186
CFLT,"Confluent, Inc.",Technology Services,Packaged Software,18530779091
SWI,SolarWinds Corporation,Technology Services,Packaged Software,2691149384
RAAS,Cloopen Group Holding Limited,Technology Services,Packaged Software,668986636
CSLT,"Castlight Health, Inc.",Technology Services,Packaged Software,259608029.99999997
CVLT,"Commvault Systems, Inc.",Technology Services,Packaged Software,3554082152.9999995
AI,"C3.ai, Inc.",Technology Services,Packaged Software,4978109171
CYRN,CYREN Ltd.,Technology Services,Packaged Software,44241958
S,"SentinelOne, Inc.",Technology Services,Packaged Software,16173981654
AYX,"Alteryx, Inc.",Technology Services,Packaged Software,5078863858
LIZI,LIZHI INC.,Technology Services,Packaged Software,169439562
UEPS,"Net 1 UEPS Technologies, Inc.",Technology Services,Packaged Software,267312255
BIGC,"BigCommerce Holdings, Inc. - Series 1",Technology Services,Packaged Software,3822877204.999999
DV,"DoubleVerify Holdings, Inc.",Technology Services,Packaged Software,5624238292
VEII,"Value Exchange International, Inc.",Technology Services,Packaged Software,7231226
EB,"Eventbrite, Inc.",Technology Services,Packaged Software,1787211099
GDEV,Nexters Inc.,Technology Services,Packaged Software,1322600376
BLI,"Berkeley Lights, Inc.",Technology Services,Packaged Software,1437294719
BKI,"Black Knight, Inc.",Technology Services,Packaged Software,11054948184.999998
VS,Versus Systems Inc.,Technology Services,Packaged Software,64222494.99999999
COMP,"Compass, Inc.",Technology Services,Packaged Software,6147695587.000001
TENB,"Tenable Holdings, Inc.",Technology Services,Packaged Software,5134963502
CREX,"Creative Realities, Inc.",Technology Services,Packaged Software,16060944
CXM,"Sprinklr, Inc.",Technology Services,Packaged Software,4746178680
DOYU,DouYu International Holdings Limited,Technology Services,Packaged Software,1093260939
VPLM,"VOIP PAL.com, Inc.",Technology Services,Packaged Software,28113716
MSGM,Motorsport Games Inc.,Technology Services,Packaged Software,254752722
ONDS,Ondas Holdings Inc.,Technology Services,Packaged Software,318128439
PHUN,"Phunware, Inc.",Technology Services,Packaged Software,75618331.99999999
SHOP,Shopify Inc.,Technology Services,Packaged Software,180158404342
RNG,"RingCentral, Inc.",Technology Services,Packaged Software,20327118317.000004
COUP,Coupa Software Incorporated,Technology Services,Packaged Software,18380808959
FTHM,Fathom Holdings Inc.,Technology Services,Packaged Software,435005380.99999994
FNGR,"FingerMotion, Inc.",Technology Services,Packaged Software,175590723.00000003
MTTR,"Matterport, Inc.",Technology Services,Packaged Software,5388377760
EPAY,"Bottomline Technologies, Inc.",Technology Services,Packaged Software,1847508390
SKKY,Skkynet Cloud Systems Inc.,Technology Services,Packaged Software,36092968.94475184
LPRO,Open Lending Corporation,Technology Services,Packaged Software,4849495319
FRSH,Freshworks Inc.,Technology Services,Packaged Software,13157002100
EGHT,8x8 Inc,Technology Services,Packaged Software,2770576345
CNFN,CFN ENTERPRISES INC.,Technology Services,Packaged Software,10664914
EBIX,"Ebix, Inc.",Technology Services,Packaged Software,862393684
IFBD,"Infobird Co., Ltd",Technology Services,Packaged Software,62620000
MSFT,Microsoft Corporation,Technology Services,Packaged Software,2249582700627.9995
API,"Agora, Inc.",Technology Services,Packaged Software,3179490437
DDOG,"Datadog, Inc.",Technology Services,Packaged Software,45671545764
ROP,"Roper Technologies, Inc.",Technology Services,Packaged Software,49127511017
ALF,"ALFI, Inc.",Technology Services,Packaged Software,110955865
SOPH,SOPHiA GENETICS SA,Technology Services,Packaged Software,1138581092
DIDI,DiDi Global Inc.,Technology Services,Packaged Software,38393002333
FTCI,"FTC Solar, Inc.",Technology Services,Packaged Software,686214971
RBLX,Roblox Corporation,Technology Services,Packaged Software,47864145266
INNV,InnovAge Holding Corp.,Technology Services,Packaged Software,975718845.9999998
MYPS,"PLAYSTUDIOS, Inc.",Technology Services,Packaged Software,596072354
CNVY,"Convey Holding Parent, Inc.",Technology Services,Packaged Software,572424208
CASA,"Casa Systems, Inc.",Technology Services,Packaged Software,576459574
AWRE,"Aware, Inc.",Technology Services,Packaged Software,84746500
CRWD,"CrowdStrike Holdings, Inc.",Technology Services,Packaged Software,59744565212.00001
NVEC,NVE Corporation,Technology Services,Packaged Software,313628417
ORCL,Oracle Corporation,Technology Services,Packaged Software,246271821905
DOMO,"Domo, Inc.",Technology Services,Packaged Software,2719369713
CTK,CooTek (Cayman) Inc.,Technology Services,Packaged Software,90052674
NABL,"N-able, Inc.",Technology Services,Packaged Software,2420242763
NCNO,"nCino, Inc.",Technology Services,Packaged Software,7277219979
MRZM,"Marizyme, Inc.",Technology Services,Packaged Software,64696306.00000001
U,Unity Software Inc.,Technology Services,Packaged Software,40264549969.99999
SPNS,Sapiens International Corporation N.V.,Technology Services,Packaged Software,1623440291
ZM,"Zoom Video Communications, Inc.",Technology Services,Packaged Software,80925752222
CDAY,Ceridian HCM Holding Inc.,Technology Services,Packaged Software,17222110899
SPT,"Sprout Social, Inc",Technology Services,Packaged Software,7760706682.000001
THRN,"Thorne Healthtech, Inc.",Technology Services,Packaged Software,455196952.99999994
MSP,Datto Holding Corp.,Technology Services,Packaged Software,3909252414
MYSZ,"My Size, Inc.",Technology Services,Packaged Software,21053656.90939678
GAN,GAN Limited,Technology Services,Packaged Software,642450401
DH,Definitive Healthcare Corp.,Technology Services,Packaged Software,6564753484.000001
SNPS,"Synopsys, Inc.",Technology Services,Packaged Software,49096734606.99999
ETWO,"E2open Parent Holdings, Inc.",Technology Services,Packaged Software,4147632230.999999
MNDO,MIND C.T.I. Ltd.,Technology Services,Packaged Software,63954645.99999999
QLYS,"Qualys, Inc.",Technology Services,Packaged Software,4643404257.000001
VERI,"Veritone, Inc.",Technology Services,Packaged Software,884884583
VEEV,Veeva Systems Inc.,Technology Services,Packaged Software,46015462141.99999
KBNT,"Kubient, Inc.",Technology Services,Packaged Software,50740273
OCFT,"OneConnect Financial Technology Co., Ltd.",Technology Services,Packaged Software,1669172480
APPS,"Digital Turbine, Inc.",Technology Services,Packaged Software,7097674336
WIMI,WiMi Hologram Cloud Inc.,Technology Services,Packaged Software,305915576
DSP,Viant Technology Inc.,Technology Services,Packaged Software,764336223
MNDY,monday.com Ltd.,Technology Services,Packaged Software,16193557914.999998
JAMF,Jamf Holding Corp.,Technology Services,Packaged Software,4702234839
OTMO,Otonomo Technologies Ltd.,Technology Services,Packaged Software,564097226
INTV,"Integrated Ventures, Inc.",Technology Services,Packaged Software,70916629
PCTY,Paylocity Holding Corporation,Technology Services,Packaged Software,16249386735
RDVT,"Red Violet, Inc.",Technology Services,Packaged Software,360394457
CRTG,The Coretec Group Inc.,Technology Services,Packaged Software,27209018.00000001
CLDR,"Cloudera, Inc.",Technology Services,Packaged Software,4715773372
PLAN,"Anaplan, Inc.",Technology Services,Packaged Software,9548650503
FICO,Fair Isaac Corporation,Technology Services,Packaged Software,11903030913.000002
INTA,"Intapp, Inc.",Technology Services,Packaged Software,1842197594
GBOX,Greenbox POS,Technology Services,Packaged Software,422161686.99999994
ID,"PARTS iD, Inc.",Technology Services,Packaged Software,178804935
AVID,"Avid Technology, Inc.",Technology Services,Packaged Software,1331188804
HCAT,"Health Catalyst, Inc",Technology Services,Packaged Software,2730540689
MOVE,Movano Inc.,Technology Services,Packaged Software,126827869.99999999
PT,Pintec Technology Holdings Limited,Technology Services,Packaged Software,42035815
BTCY,"Biotricity, Inc.",Technology Services,Packaged Software,147121393
CRNC,Cerence Inc.,Technology Services,Packaged Software,3929871394
FORG,"ForgeRock, Inc.",Technology Services,Packaged Software,3680862432
KLTR,"Kaltura, Inc.",Technology Services,Packaged Software,1369880965.9999998
VRME,"VerifyMe, Inc.",Technology Services,Packaged Software,23370596
SABR,Sabre Corporation,Technology Services,Packaged Software,3936419218.999999
YOU,"Clear Secure, Inc.",Technology Services,Packaged Software,6773459969
PD,"PagerDuty, Inc.",Technology Services,Packaged Software,3944421694
AGYS,"Agilysys, Inc.",Technology Services,Packaged Software,1293774713.9999998
IO,Ion Geophysical Corporation,Technology Services,Packaged Software,38528720
PCOR,"Procore Technologies, Inc.",Technology Services,Packaged Software,12486238454.000002
LGIQ,LOGIQ INC.,Technology Services,Packaged Software,79091275
APP,Applovin Corporation,Technology Services,Packaged Software,29590642483.000004
AMSWA,"American Software, Inc.",Technology Services,Packaged Software,826880334
FORA,Forian Inc.,Technology Services,Packaged Software,351958660.00000006
LYFT,"Lyft, Inc.",Technology Services,Packaged Software,18728423088
NTES,"NetEase, Inc.",Technology Services,Packaged Software,49367399415.85027
GREE,Greenidge Generation Holdings Inc.,Technology Services,Packaged Software,251779385
GMGI,"Golden Matrix Group, Inc.",Technology Services,Packaged Software,178045012
XAIR,"Beyond Air, Inc.",Technology Services,Packaged Software,289529870
GMGT,GAMING TECHNOLOGIES INC.,Technology Services,Packaged Software,
TUFN,Tufin Software Technologies Ltd.,Technology Services,Packaged Software,400834226
CCCS,CCC Intelligent Solutions Holdings Inc.,Technology Services,Packaged Software,6912332224.000001
SMWB,Similarweb Ltd.,Technology Services,Packaged Software,1571937340
KARO,Karooooo Ltd.,Technology Services,Packaged Software,920795377
ONTF,"ON24, Inc.",Technology Services,Packaged Software,917624818
CTXS,"Citrix Systems, Inc.",Technology Services,Packaged Software,13689133039
PLUS,ePlus inc.,Technology Services,Packaged Software,1405502179
HYEX,HEALTHY EXTRACTS INC.,Technology Services,Packaged Software,31830240
BMBL,Bumble Inc.,Technology Services,Packaged Software,10050806858
EZFL,"EzFill Holdings, Inc.",Technology Services,Packaged Software,86112498.00000001
STNE,StoneCo Ltd.,Technology Services,Packaged Software,12360131650
INTU,Intuit Inc.,Technology Services,Packaged Software,157825294766.00003
BBSI,"Barrett Business Services, Inc.",Commercial Services,Personnel Services,593167964
TBI,"TrueBlue, Inc.",Commercial Services,Personnel Services,994097198
HQI,"HireQuest, Inc.",Commercial Services,Personnel Services,274847481
JOB,GEE Group Inc.,Commercial Services,Personnel Services,53980927
HSON,"Hudson Global, Inc.",Commercial Services,Personnel Services,42258642
GVP,"GSE Systems, Inc.",Commercial Services,Personnel Services,29313242
NSP,"Insperity, Inc.",Commercial Services,Personnel Services,4292998515.000001
MHH,"Mastech Digital, Inc",Commercial Services,Personnel Services,212060773
RGP,"Resources Connection, Inc.",Commercial Services,Personnel Services,517381235.99999994
KFY,Korn Ferry,Commercial Services,Personnel Services,4062333004.999999
